hypercube,3000,0,1000,0
hypercube,3000,0,1000,0
hypercube,3000,1000,1000,161
hypercube,3000,1000,1000,172
hypercube,3500,0,1000,0
hypercube,3500,0,1000,0
hypercube,3500,1000,1000,174
hypercube,3500,1000,1000,174
hypercube,4000,0,1000,0
hypercube,4000,0,1000,1
hypercube,4000,1000,1000,157
hypercube,4000,1000,1000,171
hypercube,4500,0,1000,1
hypercube,4500,0,1000,0
hypercube,4500,1000,1000,168
hypercube,4500,1000,1000,168
hypercube,5000,0,1000,0
hypercube,5000,0,1000,1
hypercube,5000,1000,1000,156
hypercube,5000,1000,1000,171
hypercube,5500,0,1000,0
hypercube,5500,0,1000,0
hypercube,5500,1000,1000,174
hypercube,5500,1000,1000,171
hypercube,3000,0,5000,0
hypercube,3000,0,5000,0
hypercube,3000,1000,5000,155
hypercube,3000,1000,5000,171
hypercube,3000,2000,5000,319
hypercube,3000,2000,5000,351
hypercube,3000,3000,5000,488
hypercube,3000,3000,5000,508
hypercube,3000,4000,5000,656
hypercube,3000,4000,5000,675
hypercube,3000,5000,5000,829
hypercube,3000,5000,5000,864
hypercube,3500,0,5000,0
hypercube,3500,0,5000,0
hypercube,3500,1000,5000,181
hypercube,3500,1000,5000,171
hypercube,3500,2000,5000,348
hypercube,3500,2000,5000,330
hypercube,3500,3000,5000,502
hypercube,3500,3000,5000,492
hypercube,3500,4000,5000,661
hypercube,3500,4000,5000,656
hypercube,3500,5000,5000,834
hypercube,3500,5000,5000,806
hypercube,4000,0,5000,0
hypercube,4000,0,5000,0
hypercube,4000,1000,5000,182
hypercube,4000,1000,5000,173
hypercube,4000,2000,5000,353
hypercube,4000,2000,5000,331
hypercube,4000,3000,5000,549
hypercube,4000,3000,5000,484
hypercube,4000,4000,5000,708
hypercube,4000,4000,5000,662
hypercube,4000,5000,5000,882
hypercube,4000,5000,5000,816
hypercube,4500,0,5000,0
hypercube,4500,0,5000,0
hypercube,4500,1000,5000,147
hypercube,4500,1000,5000,171
hypercube,4500,2000,5000,310
hypercube,4500,2000,5000,341
hypercube,4500,3000,5000,486
hypercube,4500,3000,5000,514
hypercube,4500,4000,5000,635
hypercube,4500,4000,5000,664
hypercube,4500,5000,5000,810
hypercube,4500,5000,5000,831
